X_scanvi_emb1,X_scanvi_emb2,X_scanvi_emb3,X_scanvi_emb4,X_scanvi_emb5,X_scanvi_emb6,X_scanvi_emb7,X_scanvi_emb8,X_scanvi_emb9,X_scanvi_emb10,X_scanvi_emb11,X_scanvi_emb12,X_scanvi_emb13,X_scanvi_emb14,X_scanvi_emb15,X_scanvi_emb16,X_scanvi_emb17,X_scanvi_emb18,X_scanvi_emb19,X_scanvi_emb20,X_scanvi_emb21,X_scanvi_emb22,X_scanvi_emb23,X_scanvi_emb24,X_scanvi_emb25,X_scanvi_emb26,X_scanvi_emb27,X_scanvi_emb28,X_scanvi_emb29,X_scanvi_emb30,X_umap1,X_umap2
0.33510268,-0.13948086,-0.05355969,0.299831,-0.68244106,1.2094393,-0.45765287,-0.12590486,1.5886546,-1.2834064,-0.8724778,0.072532035,3.6660292,0.48521945,0.74915063,-0.06844559,0.98344,0.15954733,-0.58222777,2.475641,0.045429587,0.25430477,0.067824475,1.2791309,-0.3914613,0.37247592,-0.09961644,-0.15411346,-1.0285921,-0.37389952,11.012634,10.713037
0.27588975,0.25044668,0.24579689,0.2847461,-0.8532027,1.0047469,-0.4554559,-0.1882523,1.0012411,-1.3196217,-0.5525862,0.07203939,4.209038,0.2794728,-0.009226561,-0.5882894,0.78234375,0.18804608,-0.1661613,2.7323954,0.045480847,0.26421064,0.05817247,1.2250795,-0.27119535,-0.16483408,-0.337991,-0.18182896,-1.1747357,-0.6338147,10.9427595,10.649585
0.79390764,1.0418137,-0.21652713,0.56503487,-0.5661331,0.4996166,-0.7472586,-0.14170095,0.45616198,-0.93274957,0.32802445,0.08645485,3.5575116,1.1586257,-0.07322073,-0.3860779,1.2049626,0.1035445,0.6603335,2.1584036,-0.16533887,0.059189655,0.061351836,1.8418353,-0.33580172,-0.37907642,-0.3953286,-0.044590637,-0.8909112,-0.9378909,10.980968,10.1307535
1.6938705,-0.30800116,0.19042286,0.13490397,-0.20998612,0.7314573,0.49064374,-0.078867935,0.41410547,-0.8482124,-0.58363307,0.035930753,2.6130478,0.69255185,-0.3638957,-0.7228714,1.0199378,0.089284666,0.27336478,1.5698665,-0.69522464,0.29455596,0.051613502,-0.1884321,0.14540136,0.36948156,-0.36908495,-0.60214,-0.82179385,-1.1650819,10.987019,10.247172
0.3003351,0.5878992,0.5480211,0.23389554,-0.2278963,0.9149986,-0.45701528,-0.09955006,1.0895776,-1.6457045,-0.5680185,0.07815884,3.5608323,0.74899685,0.41049004,-0.6506779,1.085017,0.19876388,-0.13434887,2.627731,-0.2054578,0.38576525,0.06288513,0.4252981,-0.041445196,0.38541278,-0.72766465,0.06991263,-0.80005926,-0.18209931,10.967821,10.532355
0.029464379,0.54581213,0.048502207,0.2927528,-0.52090985,0.79909784,0.66258746,-0.1561634,1.1193223,-1.6133031,-0.7061744,0.0646344,4.1758785,0.81827915,0.46022737,0.12581083,1.1481987,0.17435971,-0.13399363,2.6661432,0.10378206,0.50359195,0.05825316,0.93443495,-0.043319613,0.05740297,0.37951985,-0.27181882,-1.1464714,-0.6575885,10.886601,10.6248
0.5369417,-0.15552026,0.08595404,0.40490696,-0.48805842,-0.09798998,-0.16720992,-0.15588713,0.33633888,-1.7863879,-1.5998837,0.08959708,4.4091616,0.2310622,-0.32296658,-0.03857246,0.6521901,0.13965236,-0.3381179,3.1607783,0.023699641,-0.3521867,0.07500054,1.2318277,-0.082537234,0.2331711,-0.39656386,0.2018946,-0.8820792,0.2187126,10.907236,10.811754
-0.21999967,-0.29695112,0.3893912,-0.42019993,-2.8059158,0.80735546,-1.2629607,-0.21949121,0.439108,-0.41931808,-1.0086123,0.108947285,1.3613757,-0.39028484,1.6112033,-1.0323339,0.2642398,0.06200676,1.3363109,0.04006046,-0.04447472,-0.44630855,0.058591858,-0.24976054,-0.2880065,-0.24133843,-0.9036553,-0.060448542,-0.20735371,0.15996855,11.881647,7.756998
-0.1742394,0.12397194,-0.30725598,0.33971632,-0.07847398,0.6508739,0.15928653,-0.1766929,1.2396753,-1.5373863,-0.57987434,0.064530864,3.777487,0.7607063,-0.17999554,-0.7190824,0.8886782,0.18747532,-0.7223583,2.6054773,-0.35428882,0.3966089,0.06281833,0.9028072,-0.09991586,-0.22095162,-0.24749106,0.19770971,-0.63080376,-0.14484611,10.8701315,10.68074
0.09679866,-0.26229948,0.08379328,0.10362321,-0.40876853,0.7648331,-0.4206441,-0.17130059,0.86676216,-1.6321334,-0.5430046,0.05983726,3.4976788,0.3814101,-0.012219846,-0.17202318,1.1448238,0.17792341,-0.18710506,2.4667737,0.26457012,-0.09814664,0.059241295,0.6602039,-0.12132713,0.037805855,-0.45354596,-0.12421064,-0.9322738,-0.7230625,11.030425,10.52207
-0.27250278,-0.07499933,0.24374375,0.24583322,-0.550921,0.28367427,-0.8231259,-0.084704526,2.5641367,-1.3673549,-0.107136115,0.07508418,3.789449,0.23041275,0.521083,-0.32618237,0.9604225,0.17888805,-0.30994624,2.2270696,0.18472624,0.4608996,0.069375694,0.93482035,-0.13074487,0.17026347,-0.058235496,0.32555723,-1.0661194,-0.7454215,11.039223,10.786091
0.6907878,0.7605983,0.42548916,-0.08999503,-0.49643514,1.7541001,0.2548117,-0.062211663,1.1036544,-1.4664232,-1.5682385,0.07985879,4.1162686,0.9548383,-0.0052478313,0.18451807,0.67521334,0.19651255,0.08405101,2.497524,0.01626575,0.46812278,0.07516063,0.94328946,0.46697304,-0.15431768,-0.3653997,0.13398726,-0.7392149,-0.4906083,10.834961,10.655976
-0.11107977,0.579985,0.16913265,0.48218763,-0.045284487,0.20390195,-0.1563347,-0.072667174,1.243576,-1.6796595,-0.48432153,0.084902674,3.683798,0.22109216,0.08772898,-1.161676,1.1724999,0.17533848,-0.29674804,2.606604,0.00887692,0.5250082,0.059974574,0.77471775,-0.30664438,0.4052242,0.111067,0.23408298,-0.82253015,0.063207835,10.941119,10.645275
0.22928852,0.102847695,1.3595965,0.21462178,-0.07528842,1.742353,-0.7371803,0.0064168237,1.557081,-1.3416467,-1.1487216,0.06334269,4.007138,0.4306651,0.19473839,-0.050148398,0.89664173,0.27919894,-0.22546399,2.7094676,-0.19804502,-0.089734055,0.07840924,0.41674858,0.20956773,-0.04336697,-0.14219773,0.15894146,-1.283083,-0.9124912,10.980516,10.649762
-0.29350248,0.33611596,0.17130417,0.18045485,0.010196038,0.927817,-0.12708098,-0.104416214,0.4963845,-0.67130184,0.1430106,0.06308826,3.0980442,0.6274557,0.02925682,-0.63555634,0.7903512,0.15381117,-0.96505463,2.1853387,0.041187525,0.59811604,0.04513017,1.0537333,-0.24754006,0.17737597,-0.022837251,-0.07115184,-0.958957,-0.20165434,10.959809,10.417676
1.1321644,-0.14050609,0.56295633,0.036192298,-1.0143651,1.7661366,-0.3479213,-0.09565546,1.2037752,-1.0987968,-0.15621604,0.07427751,3.8184354,0.46130356,1.0317725,-0.5428997,0.6827221,0.17320359,0.17691207,2.023605,0.07706499,0.2854732,0.05643984,0.400887,0.102537334,0.25047296,-0.33920068,-0.13273303,-0.4618888,-0.69714594,10.974355,10.381569
0.6300352,-0.15959987,0.41683337,0.52494645,-0.40076172,1.0474358,0.030747145,-0.21789983,0.95681214,-1.2213209,-1.0717849,0.051462866,3.8152554,0.34913892,0.29637444,-0.3051122,1.0252362,0.1838177,0.24272728,2.5441215,-0.24174285,0.22212332,0.053960122,0.66763145,-0.22690016,0.33841974,-0.5357819,-0.6312273,-0.8039744,-0.88262546,10.945991,10.540062
0.12002161,0.09482777,0.22437766,0.54896337,-0.23812225,0.32939717,-0.0907523,-0.18773016,0.39185256,-1.5420496,0.19140191,0.0604185,2.7540762,0.5481503,-0.16674113,-0.3224204,0.35506633,0.14035346,0.6606921,1.0430568,-0.57259464,0.80140686,0.05193934,0.1794936,0.25525528,-0.2660597,-0.171843,-0.26467556,-0.25278538,-0.2067051,11.073462,9.930284
-0.03402397,0.4576255,0.3871207,0.12528354,-0.15594631,1.0302341,-0.016857922,-0.12300456,0.67174053,-1.3826884,-0.055069968,0.062649205,3.4326775,0.68853736,0.43996203,-0.384477,1.0088481,0.19625309,-0.2455213,2.5333,-0.21953511,0.427396,0.050624087,0.6243846,0.10390979,0.14394492,-0.58574414,-0.10174258,-0.63247204,-0.32416207,10.969607,10.458504
0.6844038,1.2479843,-0.15446472,0.307247,-0.058264293,-0.20622492,-0.19143403,-0.11226647,0.14804357,-1.0207123,-0.21286677,0.07242401,3.899183,0.70971954,-1.2754683,-1.882149,1.0951452,0.13265894,0.64091015,1.973838,-0.4432363,0.1281442,0.05790147,0.7346142,0.14996564,-0.84381074,-0.2560533,0.05972956,-1.1517838,-0.90430474,6.1711564,2.7836094
1.027791,1.8595845,0.44999638,0.84446883,-0.46118712,-0.20702648,-0.7868865,-0.06820553,0.32167172,-1.1236112,0.7808804,0.07713088,3.6640456,0.9545456,-1.7257459,-1.5490063,1.036719,0.1717198,0.6830771,2.4521642,-0.57950723,-0.08555967,0.06312241,0.9026666,0.2383526,-1.295336,-0.6389477,0.30624548,-1.1790656,-1.2002152,6.127654,2.7464495
-0.31971765,0.11334181,0.79768133,0.73171717,-0.13564478,-0.48332006,-0.30321318,-0.121270664,0.34210157,-1.111328,-0.06234823,0.052677006,2.414172,0.37632462,0.55652046,-0.3966453,2.1187549,0.17255908,0.38125372,1.8438035,-0.20939195,0.44316146,0.049502574,0.37596816,-0.09452394,0.0881117,-0.4595273,-0.23757406,-0.91741055,-0.47539797,11.0122595,10.32626
1.3660911,0.45768726,-0.045528606,0.030311525,-0.7323566,1.7727618,0.30336255,-0.0467034,1.4818347,-1.3400162,-1.6482563,0.08135243,3.7936404,0.05147001,-0.021855831,-0.18927243,0.7175471,0.14286758,-0.1819706,2.244887,-0.21933365,0.090989225,0.07877081,0.37190884,0.027187407,-0.17949277,-0.14753434,0.077599674,-0.8355876,-0.75390995,10.728173,10.561106
0.14465177,0.6125666,-0.17307854,0.16087693,-0.6390666,0.54526514,0.5854289,-0.1727106,1.3623598,-1.5434858,-1.097629,0.079883836,4.4435596,0.7497809,0.36997032,-0.37482128,0.98975354,0.15778166,-0.1559422,2.807258,0.06430864,0.5821662,0.062829085,1.3566375,0.09653431,0.16646081,0.21419194,-0.04588072,-0.8324569,-0.39484593,10.851596,10.678752
1.0403925,1.2000928,0.6714423,-0.061855853,-0.8909568,1.1045463,-0.29163283,-0.044222213,1.1170149,-1.5759574,0.2856601,0.08064019,4.3504963,-0.19380194,-0.49194226,-0.14974166,0.58315814,0.14451715,-0.25631618,2.260196,0.016881108,0.26304328,0.06301637,0.4656729,0.26946467,-0.10737401,-0.0048744977,0.32463625,-1.0544324,-0.7134987,10.77104,10.510434
1.5790321,0.36755323,0.32364985,0.633135,-0.5418659,0.7082065,-0.08496374,-0.024894722,0.58970976,-1.5423602,-0.6884389,0.08997897,1.8675743,-0.22968835,-1.0837483,-0.08414072,0.203785,0.054377884,0.21247768,0.90974367,-0.23945308,-0.06491654,0.076605104,-0.40414047,-0.054840416,-0.94350404,-0.4366797,0.29010147,-0.70832133,-0.06413777,11.614637,9.788449
-0.46399584,1.0472121,0.88876283,-0.4681067,-0.7430151,0.084404625,0.040891737,-0.21546334,0.30324155,-0.80139095,-0.32569647,0.041971333,2.4411798,0.8919668,-0.737224,-0.58765626,1.1301824,0.17256023,1.7981067,1.605552,-0.15485144,0.8748696,-0.007899595,-1.0647528,0.5093821,-0.41333646,-0.82440114,-0.9132305,-0.2962851,-0.4635513,11.138246,9.411113
1.7636944,1.795319,-0.7236985,0.43766445,-0.48075634,-0.010459244,0.44729203,-0.010949992,0.53617233,-1.399972,-0.6792071,0.110709906,3.966417,1.2811635,-1.8926808,-2.1560938,0.9340435,0.028951531,1.1460247,2.2736952,0.105805755,-0.6295955,0.056127705,0.05015886,-0.32230777,-0.701624,-0.062358737,0.056219414,-0.2209467,-0.6666566,6.1560054,2.7747774
-0.21914867,0.2642432,0.53873324,0.25179732,-0.32481897,0.42657775,-0.5477565,-0.14576209,1.3981886,-1.3213506,-0.6043598,0.06499722,4.112824,0.12523782,-0.25045392,-0.51833916,1.0180843,0.2101576,-0.45806915,3.2816103,-0.0096565485,-0.22120959,0.044666983,1.076247,-0.3328113,0.0043359995,-0.8796083,-0.051339343,-0.9723743,-0.18204454,10.998433,10.793772
